22:34:17.240,8,4096,6.438,2.534,564.711,4.671,99.943,
22:34:18.874,8,16384,9.858,2.296,531.891,6.273,107.281,
22:34:20.522,8,65536,23.502,4.239,595.351,7.720,155.760,
22:34:22.220,8,262144,75.524,6.981,593.571,7.690,150.990,
22:34:24.120,8,1048576,277.715,46.769,590.821,4.885,111.093,

22:34:25.746,9,1,2.549,2.125,577.961,5.092,121.897,
22:34:27.373,9,4,2.532,2.515,567.681,7.330,153.180,
22:34:28.998,9,16,2.511,1.531,633.241,7.490,146.570,
22:34:30.623,9,64,2.567,1.082,584.321,7.890,140.410,
22:34:32.250,9,256,3.934,2.159,583.341,7.230,159.840,
22:34:33.876,9,1024,4.222,1.799,574.971,7.870,146.950,
22:34:35.507,9,4096,6.624,2.993,578.011,4.852,102.186,
22:34:37.141,9,16384,9.829,1.924,580.131,7.370,139.300,
22:34:38.783,9,65536,20.135,2.460,583.551,7.750,170.250,
22:34:40.483,9,262144,76.489,7.133,579.691,7.530,159.490,
22:34:42.390,9,1048576,281.610,49.902,591.751,7.770,161.010,

22:34:44.017,10,1,2.692,0.491,530.051,7.580,155.900,
22:34:45.642,10,4,2.753,1.425,541.511,4.969,100.052,
22:34:47.268,10,16,2.498,1.214,587.981,7.800,151.000,
22:34:48.894,10,64,2.680,3.007,572.611,4.937,105.778,
22:34:50.523,10,256,3.896,2.107,553.171,7.580,151.490,
22:34:52.152,10,1024,4.231,1.529,587.621,5.301,119.376,
22:34:53.781,10,4096,6.372,1.542,579.161,4.991,111.869,
22:34:55.412,10,16384,6.508,1.463,369.231,5.134,95.404,
22:34:57.052,10,65536,19.937,1.332,555.201,4.832,100.064,
22:34:58.752,10,262144,75.814,6.972,517.571,4.807,105.083,
22:35:00.654,10,1048576,277.076,43.611,552.811,7.600,153.840,

