timestamp,repetition,size_bytes,min_us,max_us,avg_us,std_dev,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup
18:05:08.850,26,256,12.530,59.450,13.747,1.768,13.416,0.049,2165.310,215.580,8.391
18:05:11.003,26,1024,12.500,21.240,13.765,0.924,13.441,0.050,2.144,214.730,9.147
18:05:15.293,26,4096,12.790,50.390,14.142,1.508,13.811,0.049,2165.495,212.400,8.748
18:05:17.448,26,16384,13.240,21.370,14.536,0.871,14.214,0.049,3.630,213.900,7.963
18:05:19.603,26,65536,15.530,22.410,16.770,0.797,16.449,0.050,7.806,215.250,9.137
18:05:21.773,26,262144,24.590,32.810,26.061,1.003,25.730,0.050,16.803,213.930,9.637
18:05:24.016,26,1048576,62.810,72.730,64.634,1.306,64.271,0.055,53.845,210.560,8.085

18:05:28.176,27,1,12.430,49.430,13.731,1.466,13.401,0.049,2164.232,211.950,7.850
18:05:30.329,27,4,11.930,20.580,13.141,0.804,12.817,0.050,1.354,209.140,7.636
18:05:34.618,27,16,11.110,46.470,12.397,1.463,12.075,0.050,2164.866,213.580,9.188
18:05:36.773,27,64,12.470,21.640,13.720,0.801,13.399,0.049,1.976,220.860,8.197
18:05:41.062,27,256,12.520,64.340,13.821,1.854,13.494,0.049,2165.036,219.510,7.758
18:05:43.216,27,1024,12.580,21.630,13.856,0.890,13.523,0.049,2.135,214.330,8.085
18:05:47.506,27,4096,12.780,55.270,14.151,1.670,13.819,0.049,2165.587,215.580,7.779
18:05:49.660,27,16384,13.250,21.780,14.555,0.905,14.234,0.049,3.625,213.140,7.963
18:05:51.816,27,65536,15.590,25.950,16.882,0.940,16.560,0.051,7.634,218.650,8.677
18:05:53.985,27,262144,24.730,41.520,26.311,1.179,25.976,0.054,16.586,218.110,8.197
18:05:56.230,27,1048576,63.310,74.390,65.207,1.303,64.826,0.057,54.316,218.580,8.055

18:06:00.388,28,1,12.450,51.500,13.729,1.526,13.402,0.049,2164.270,213.330,7.779
18:06:02.542,28,4,12.460,27.110,13.677,0.924,13.355,0.049,1.369,215.080,7.983
18:06:06.831,28,16,12.580,47.370,13.729,1.450,13.404,0.052,2164.390,216.560,9.402
18:06:08.984,28,64,11.140,19.400,12.320,0.791,11.997,0.050,1.983,215.940,8.657
18:06:13.274,28,256,12.550,63.240,13.892,1.836,13.558,0.049,2164.855,211.470,8.626
18:06:15.428,28,1024,8.250,13.710,9.110,0.564,8.894,0.033,1.430,213.380,8.626
18:06:19.717,28,4096,12.360,48.760,13.695,1.470,13.364,0.050,2165.669,205.700,7.860
18:06:21.871,28,16384,11.660,20.320,13.217,0.919,12.895,0.049,3.603,215.000,8.055
18:06:24.027,28,65536,15.520,22.960,16.775,0.855,16.453,0.049,7.514,215.390,8.116
18:06:26.198,28,262144,24.780,32.390,26.026,0.885,25.706,0.049,16.952,217.200,9.688
18:06:28.441,28,1048576,62.240,73.370,64.895,1.228,64.525,0.059,54.096,215.820,9.922

18:06:32.602,29,1,11.840,51.400,13.215,1.561,12.879,0.050,2164.430,216.800,8.371
18:06:34.754,29,4,12.280,20.860,13.413,0.768,13.084,0.050,1.404,214.120,8.595
18:06:39.043,29,16,12.520,53.600,13.826,1.592,13.503,0.049,2164.435,222.730,8.095
18:06:41.197,29,64,12.510,21.230,13.780,0.836,13.441,0.053,1.995,217.670,8.463
18:06:45.486,29,256,12.570,57.870,13.757,1.761,13.430,0.049,2165.063,217.600,7.922
18:06:47.641,29,1024,12.550,29.250,13.892,1.003,13.562,0.053,2.124,219.430,8.289
18:06:51.931,29,4096,12.770,48.820,14.132,1.448,13.798,0.049,2165.519,211.380,8.177
18:06:54.084,29,16384,13.000,22.310,14.280,0.916,13.947,0.050,3.638,217.250,7.452
18:06:56.240,29,65536,15.490,23.190,16.800,0.877,16.471,0.051,7.200,217.070,8.412
18:06:58.410,29,262144,24.900,32.450,26.378,0.986,26.033,0.051,16.732,218.950,8.126
18:07:00.654,29,1048576,62.430,75.070,65.039,1.184,64.677,0.050,54.213,206.080,7.565

18:07:04.813,30,1,12.480,50.690,13.822,1.539,13.496,0.049,2164.275,210.630,8.044
18:07:06.966,30,4,12.520,22.720,13.724,0.873,13.404,0.049,1.390,218.070,8.258
18:07:11.257,30,16,12.450,49.050,13.816,1.487,13.480,0.051,2164.525,216.680,9.739
18:07:13.410,30,64,12.400,21.860,13.674,0.915,13.342,0.049,1.956,220.520,8.902
18:07:17.699,30,256,12.400,57.350,13.750,1.668,13.410,0.050,2165.125,211.100,9.585
18:07:19.856,30,1024,11.550,21.600,13.208,0.873,12.889,0.050,2.150,207.470,8.340
18:07:24.142,30,4096,12.800,53.100,14.132,1.611,13.802,0.050,2165.457,213.990,8.258
18:07:26.297,30,16384,13.230,22.230,14.555,0.934,14.230,0.049,3.322,211.280,8.044
18:07:28.452,30,65536,14.970,21.650,16.271,0.861,15.944,0.050,7.274,209.780,8.667
18:07:30.621,30,262144,23.590,37.530,25.347,1.199,25.007,0.051,16.678,217.280,9.810
18:07:32.867,30,1048576,62.860,72.460,65.386,1.318,65.014,0.051,54.029,217.290,8.626

