timestamp,repetition,size_bytes,avg_send,send_stddev,window_init,rvsocket,rvbind,rvlisten,rvconnect,rvaccept
17:51:10.335,7,4,2.889,2.769,3.670,270.113,4.280,6.660,23824.885,7963.848
17:51:11.983,7,16,2.932,1.345,3.690,272.843,4.740,7.250,23948.321,8093.394
17:51:13.630,7,64,3.327,2.986,3.470,272.273,4.580,7.780,24027.939,7959.008
17:51:15.278,7,256,3.465,2.756,3.450,267.313,2.887,4.852,23815.585,5156.859
17:51:16.924,7,1024,4.422,1.555,3.220,240.774,4.720,7.020,23766.086,7743.524
17:51:18.571,7,4096,6.096,1.909,2.950,234.374,4.580,7.040,23733.927,7853.221
17:51:20.227,7,16384,10.963,2.047,3.180,240.594,4.250,6.750,23800.285,7772.823
17:51:21.924,7,65536,27.460,3.615,2.950,244.123,4.510,7.750,23636.860,7787.192
17:51:23.778,7,262144,88.719,10.305,3.010,243.014,4.480,7.020,23613.100,7779.703
17:51:26.255,7,1048576,338.353,29.152,3.060,241.904,4.510,7.470,23540.412,7819.451

17:51:27.900,8,1,3.447,1.152,3.140,242.524,4.260,7.520,23930.562,7931.169
17:51:29.544,8,4,2.229,1.367,2.082,153.243,4.350,7.350,15225.045,7783.682
17:51:31.187,8,16,3.592,1.275,2.920,242.244,4.360,6.740,23581.261,7825.131
17:51:32.830,8,64,3.861,1.143,3.080,236.944,4.220,7.180,23678.459,7730.764
17:51:34.471,8,256,4.048,1.152,3.100,243.903,2.945,4.612,23537.592,4983.358
17:51:36.114,8,1024,4.439,1.202,3.230,237.734,4.440,7.190,23382.676,7778.273
17:51:37.760,8,4096,5.799,1.314,3.340,240.934,4.270,7.180,23549.422,7763.573
17:51:39.418,8,16384,10.978,1.979,3.780,238.164,4.420,7.330,23596.801,7754.523
17:51:41.117,8,65536,27.581,3.631,3.020,237.674,4.660,7.110,23577.981,7721.584
17:51:42.969,8,262144,88.252,9.866,3.280,244.503,4.590,7.490,23500.193,7755.453
17:51:45.440,8,1048576,338.320,28.615,3.190,252.063,4.380,6.970,23470.034,7766.773

17:51:47.083,9,1,3.437,1.246,3.160,243.484,2.803,4.632,23311.728,5004.489
17:51:48.725,9,4,3.430,1.101,3.150,238.414,4.510,7.220,23467.764,7709.604
17:51:50.369,9,16,3.433,1.354,3.110,234.754,2.956,4.457,23606.560,5039.992
17:51:52.012,9,64,3.985,1.096,3.220,244.373,4.290,6.900,23385.456,7736.894
17:51:53.657,9,256,4.308,1.326,3.220,237.284,4.360,7.090,23530.753,7889.670
17:51:55.305,9,1024,2.496,0.916,2.385,172.599,4.430,6.820,15437.143,8021.526
17:51:56.956,9,4096,5.262,2.774,3.430,270.733,2.800,4.499,23763.246,5093.548
17:51:58.620,9,16384,9.509,2.089,3.310,271.153,4.150,6.950,23936.162,8144.383
17:52:00.321,9,65536,23.620,4.350,3.400,267.263,2.971,4.791,23803.095,5175.297
17:52:02.178,9,262144,89.586,9.792,3.130,243.034,4.560,7.510,23883.253,7814.752
17:52:04.666,9,1048576,350.428,28.241,3.380,240.874,4.220,7.480,23390.846,7736.024

17:52:06.308,10,1,3.435,1.162,3.140,239.644,4.310,6.750,23596.791,7768.083
