timestamp,repetition,size_bytes,min_send,max_send,avg_send,std_dev_send,avg_buffer_setup,avg_frag_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup,postRecvPool,min_recv,max_recv,avg_recv,std_dev_recv,rvbind
14:58:02.431,8,256,13.286,59.997,15.565,5.014,13.877,0.261,0.541,13.413,212.814,4165.095,4704.795,7.837,900.999,97.296,95.235,7.635
14:58:02.768,8,1024,13.937,66.309,16.492,5.587,14.308,0.648,0.548,13.898,302.699,4215.893,4858.514,14.762,943.229,100.582,98.922,7.795
14:58:03.092,8,4050,15.390,65.277,17.921,5.184,14.890,1.547,0.515,13.369,205.861,4290.018,4568.159,12.460,893.593,102.531,95.280,7.785
14:58:03.453,8,16384,74.365,127.208,83.041,8.172,70.559,6.544,2.342,54.806,207.874,4188.190,4831.772,0.176,864.206,42.580,84.044,8.837
14:58:03.827,8,65536,260.657,331.906,276.874,15.123,233.140,24.366,7.479,175.789,208.947,4137.641,4492.401,0.186,785.927,33.108,76.993,8.076
14:58:04.380,8,262144,1056.726,1153.024,1095.055,19.943,923.691,97.983,28.201,702.864,212.724,4159.113,4478.965,0.176,857.711,31.422,82.709,7.555
14:58:05.538,8,1048576,4245.822,4794.529,4351.723,86.677,3677.626,384.533,112.145,2790.136,235.158,4082.384,4473.374,0.186,1581.149,30.524,97.131,8.436

14:58:05.887,9,1,13.566,36.140,15.093,2.377,13.979,0.124,0.508,13.372,228.815,4199.592,4765.202,52.183,882.730,97.431,93.881,11.102
14:58:06.211,9,4,13.707,30.179,14.924,1.870,13.847,0.118,0.491,13.984,207.343,4101.902,4839.567,39.115,927.791,97.211,98.854,7.154
14:58:06.548,9,16,13.797,33.455,15.080,2.175,13.900,0.170,0.552,13.646,210.620,4137.060,4659.937,41.241,924.921,97.001,97.047,7.845
14:58:06.872,9,64,13.797,58.434,15.548,4.817,14.028,0.134,0.512,13.513,208.416,4142.440,4578.930,22.687,910.952,96.700,96.289,8.356
14:58:07.197,9,256,13.386,59.075,15.662,5.008,14.011,0.262,0.520,13.195,216.111,4081.281,4815.360,9.247,879.193,96.982,93.620,8.757
14:58:07.521,9,1024,13.967,61.089,16.414,5.235,14.294,0.679,0.559,13.829,238.153,4112.783,4827.624,0.744,945.590,99.256,99.135,7.625
14:58:07.847,9,4050,15.139,69.064,17.881,5.587,14.786,1.586,0.536,13.887,196.282,4107.112,4608.057,11.824,953.593,103.326,99.574,7.364
14:58:08.183,9,16384,76.579,127.799,83.362,7.803,71.451,6.121,2.238,54.932,215.559,4125.498,4885.426,0.176,847.396,42.728,83.569,10.410
14:58:08.570,9,65536,264.755,336.084,284.793,13.153,240.481,24.162,7.688,184.733,223.986,4162.720,4609.610,0.176,842.762,34.065,80.134,8.647
14:58:09.100,9,262144,1061.245,1161.069,1097.193,21.574,926.615,97.422,27.914,701.708,240.037,4161.948,4698.793,0.196,867.517,31.437,82.594,8.436
14:58:10.260,9,1048576,4279.157,5061.499,4354.448,76.114,3675.702,376.197,116.579,2795.445,235.528,4202.738,4443.476,0.176,1576.692,30.547,97.245,8.537

14:58:10.599,10,1,13.637,31.952,14.922,2.040,13.818,0.115,0.514,13.611,227.372,4183.490,4720.235,63.468,923.011,97.441,96.514,8.647
14:58:10.934,10,4,13.576,31.291,15.027,1.998,13.935,0.117,0.513,13.578,197.424,4123.854,4425.251,36.588,896.924,96.944,95.791,7.815
14:58:11.270,10,16,13.827,31.331,15.305,2.141,14.088,0.174,0.596,13.472,233.825,4161.307,4405.092,42.612,902.939,97.178,95.634,8.076
14:58:11.593,10,64,13.506,59.566,15.895,5.403,14.340,0.137,0.529,13.543,204.819,4136.679,4968.748,19.984,915.380,97.286,96.516,7.374
14:58:11.929,10,256,13.857,64.235,15.706,5.394,14.010,0.244,0.510,13.677,203.506,4159.203,4673.494,0.460,899.736,97.610,96.506,8.757
14:58:12.265,10,1024,13.917,63.995,16.476,6.291,14.423,0.584,0.518,13.527,205.991,4150.827,4652.904,7.220,901.646,98.964,96.174,7.705
14:58:12.601,10,4050,14.729,64.956,17.832,5.184,14.942,1.456,0.515,13.705,224.377,4168.341,4799.920,10.491,932.327,103.183,98.114,13.336
14:58:12.937,10,16384,74.375,131.616,80.784,8.306,68.152,6.758,2.262,52.410,210.409,4141.849,4773.268,0.176,823.729,41.614,80.975,8.977
14:58:13.327,10,65536,268.032,383.667,291.685,23.013,247.950,24.380,7.450,192.229,231.991,4166.036,4692.371,0.176,900.196,34.906,83.553,8.016
14:58:13.877,10,262144,1027.810,1131.672,1084.535,20.895,913.497,96.949,28.951,691.653,208.426,4171.227,4681.550,0.186,844.330,31.139,81.801,7.434
14:58:15.033,10,1048576,4228.628,4568.710,4317.255,50.932,3658.854,372.788,112.111,2789.989,236.300,4144.825,4473.304,0.176,1574.175,30.375,96.911,8.106

