timestamp,repetition,size_bytes,min_us,max_us,avg_us,std_dev,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup
17:57:34.321,14,1,12.250,22.190,13.547,0.906,13.215,0.049,1.358,210.910,7.860
17:57:36.470,14,4,12.530,33.230,13.829,1.098,13.501,0.050,1.359,222.130,9.668
17:57:38.617,14,16,12.020,30.060,13.605,1.199,13.273,0.050,1.361,223.850,8.115
17:57:42.900,14,64,12.410,52.700,13.734,1.589,13.397,0.049,2159.097,214.830,8.207
17:57:45.060,14,256,12.410,21.830,13.835,0.852,13.510,0.050,1.990,218.220,8.932
17:57:47.206,14,1024,11.130,19.310,12.338,0.879,12.015,0.050,2.098,216.030,8.310
17:57:49.356,14,4096,12.700,21.380,14.065,0.996,13.742,0.049,2.586,214.120,9.045
17:57:51.505,14,16384,13.310,21.620,14.652,0.909,14.321,0.049,3.640,220.580,8.626
17:57:53.659,14,65536,15.500,31.670,16.701,0.996,16.369,0.050,7.945,209.670,7.952
17:57:55.830,14,262144,24.860,35.350,26.453,1.079,26.131,0.049,16.451,214.320,8.422
17:57:58.074,14,1048576,62.950,75.520,65.318,1.357,64.942,0.059,54.656,212.530,8.677

17:58:02.227,15,1,12.530,54.180,13.910,1.606,13.576,0.050,2158.259,211.930,8.065
17:58:04.385,15,4,10.580,18.940,11.872,0.904,11.547,0.049,1.394,210.310,7.707
17:58:06.534,15,16,10.910,19.170,12.321,0.852,11.990,0.050,1.359,216.470,8.259
17:58:08.683,15,64,12.400,21.630,13.697,0.863,13.369,0.050,1.990,223.380,8.054
17:58:10.830,15,256,12.520,33.040,13.856,1.101,13.530,0.049,2.020,218.360,7.830
17:58:12.978,15,1024,12.520,21.090,13.795,0.891,13.476,0.049,2.145,213.940,9.422
17:58:15.126,15,4096,12.150,28.020,14.052,0.991,13.721,0.050,2.584,222.850,7.850
17:58:17.274,15,16384,12.740,21.150,14.112,0.871,13.790,0.049,3.344,210.760,7.513
17:58:19.430,15,65536,13.710,23.300,16.848,0.901,16.523,0.050,7.423,213.860,8.851
17:58:21.600,15,262144,24.680,32.090,26.315,1.070,25.990,0.050,16.692,218.470,7.789
17:58:23.844,15,1048576,62.700,73.960,65.317,1.328,64.942,0.056,54.581,216.300,8.932

17:58:25.861,16,1,11.090,20.690,12.340,0.875,12.008,0.050,1.404,216.690,9.535
17:58:28.009,16,4,12.470,30.540,13.839,1.148,13.514,0.049,1.395,213.230,9.678
17:58:30.156,16,16,12.480,23.190,13.731,0.872,13.406,0.050,1.360,214.370,8.330
17:58:32.305,16,64,12.520,21.520,13.876,0.967,13.547,0.049,1.983,214.230,8.054
17:58:34.452,16,256,12.510,21.360,13.787,0.886,13.457,0.049,1.983,214.630,8.258
17:58:36.600,16,1024,12.470,22.920,13.762,0.921,13.436,0.049,2.151,214.600,8.177
17:58:40.883,16,4096,12.720,53.290,14.153,1.745,13.822,0.049,2159.780,215.090,8.136
